company_name,company_id,locations,industries,size,description,tags,twitter,company_page,job_page,logo_link
"Modern Animal, Inc.",15000208,"Culver City, CA",Veterinary,"{'name': 'Medium Size', 'short_name': 'medium'}",,,,https://www.themuse.com/companies/modernanimalinc,https://www.themuse.com/search/jobs/c-modernanimalinc,https://assets.themuse.com/uploaded/companies/15000208/small_logo.png
Redesign Health,15000191,"New York, NY",Healthcare;Healthtech,"{'name': 'Medium Size', 'short_name': 'medium'}",,,,https://www.themuse.com/companies/redesignhealth,https://www.themuse.com/search/jobs/c-redesignhealth,https://assets.themuse.com/uploaded/companies/15000191/small_logo.png
Santander Holdings USA Inc,15000549,,,"{'name': 'Large Size', 'short_name': 'large'}",,,,https://www.themuse.com/companies/santanderholdingsusainc,https://www.themuse.com/search/jobs/c-santanderholdingsusainc,https://assets.themuse.com/uploaded/companies/15000549/small_logo.png
Ava Labs,15000201,"Manhattan, NY",Software,"{'name': 'Medium Size', 'short_name': 'medium'}",,,,https://www.themuse.com/companies/avalabs,https://www.themuse.com/search/jobs/c-avalabs,https://assets.themuse.com/uploaded/companies/15000201/small_logo.png
WithumSmith+Brown,15000207,"Princeton, NJ",Accounting,"{'name': 'Large Size', 'short_name': 'large'}",,,,https://www.themuse.com/companies/withumsmithbrown,https://www.themuse.com/search/jobs/c-withumsmithbrown,https://assets.themuse.com/uploaded/companies/15000207/small_logo.png
Designit,15000194,"New York, NY",Advertising and Agencies;Client Services,"{'name': 'Large Size', 'short_name': 'large'}",,,,https://www.themuse.com/companies/designit,https://www.themuse.com/search/jobs/c-designit,https://assets.themuse.com/uploaded/companies/15000194/small_logo.png
"SNS One, Inc.",15000192,"Crofton, MD",Information Technology,"{'name': 'Small Size', 'short_name': 'small'}",,,,https://www.themuse.com/companies/snsoneinc,https://www.themuse.com/search/jobs/c-snsoneinc,https://assets.themuse.com/uploaded/companies/15000192/small_logo.png
Celonis,15000205,"Munich, Germany",Software,"{'name': 'Large Size', 'short_name': 'large'}",,,,https://www.themuse.com/companies/celonis,https://www.themuse.com/search/jobs/c-celonis,https://assets.themuse.com/uploaded/companies/15000205/small_logo.png
Shapeways,15000193,"New York, NY",Manufacturing,"{'name': 'Medium Size', 'short_name': 'medium'}",,,,https://www.themuse.com/companies/shapeways,https://www.themuse.com/search/jobs/c-shapeways,https://assets.themuse.com/uploaded/companies/15000193/small_logo.png
hims & hers,15000217,"San Francisco, CA",Consumer Goods & Services;Healthcare;Pharmaceutical,"{'name': 'Large Size', 'short_name': 'large'}",,,,https://www.themuse.com/companies/himshers,https://www.themuse.com/search/jobs/c-himshers,https://assets.themuse.com/uploaded/companies/15000217/small_logo.png
Exadel,15000196,"Walnut Creek, CA",Software;Technology,"{'name': 'Large Size', 'short_name': 'large'}",,,,https://www.themuse.com/companies/exadel,https://www.themuse.com/search/jobs/c-exadel,https://assets.themuse.com/uploaded/companies/15000196/small_logo.png
Soho House,15000216,"London, United Kingdom",Consumer Goods & Services;Food & Beverage;Travel and Hospitality,"{'name': 'Large Size', 'short_name': 'large'}",,,,https://www.themuse.com/companies/sohohouse,https://www.themuse.com/search/jobs/c-sohohouse,https://assets.themuse.com/uploaded/companies/15000216/small_logo.png
Udemy,11930,"Ankara, Turkey;Denver, CO;Dublin, Ireland;San Francisco, CA",Education;Technology,"{'name': 'Medium Size', 'short_name': 'medium'}",Udemy improves lives through learning. ,,,https://www.themuse.com/companies/udemy,https://www.themuse.com/search/jobs/c-udemy,https://assets.themuse.com/uploaded/companies/11930/small_logo.png?v=fba9351cdcd5c5d72be2acd556a2da0a21def598e3e3509de23ba3b58b2979ef
AB Tasty,11719,"Cologne, Germany;London, United Kingdom;Madrid, Spain;New York, NY;Paris, France;San Francisco, CA;Singapore",Technology,"{'name': 'Medium Size', 'short_name': 'medium'}","AB Tasty offers an expandable tool for website and conversion rate optimization, personalization, and user engagement.",,,https://www.themuse.com/companies/abtasty,https://www.themuse.com/search/jobs/c-abtasty,https://assets.themuse.com/uploaded/companies/11719/small_logo.png?v=507012906717a71d488e3fd4fc71f8d5a6a210152a0459656126c6eae7f9bb39
Siemens,11913,"Munich, Germany",Engineering;Manufacturing;Technology,"{'name': 'Large Size', 'short_name': 'large'}","From digitalization to automation, we’re changing the cities you live in and the places you work.",,,https://www.themuse.com/companies/siemens,https://www.themuse.com/search/jobs/c-siemens,https://assets.themuse.com/uploaded/companies/11913/small_logo.png?v=ee0654ae2f22c06b68799f5aa721274c53e2d698539eafdb28979f25c673fb5e
Bank of America,12145,"Charlotte, NC",Financial Services,"{'name': 'Large Size', 'short_name': 'large'}","Bank of America provides people, companies, and institutional investors with industry-leading financial products and services. ",,,https://www.themuse.com/companies/bankofamerica,https://www.themuse.com/search/jobs/c-bankofamerica,https://assets.themuse.com/uploaded/companies/12145/small_logo.png?v=99e0494ccb185d77ecfeca617e25b8e7f7da7b92ff38f7c52d20148a2be3a74f
Adyen,15000210,"Amsterdam, Netherlands",Financial Services,"{'name': 'Large Size', 'short_name': 'large'}",,,,https://www.themuse.com/companies/adyen,https://www.themuse.com/search/jobs/c-adyen,https://assets.themuse.com/uploaded/companies/15000210/small_logo.png
Booking.com,1190,"Amsterdam, Netherlands;Bellevue, WA;New York, NY;San Francisco, CA;Seattle, WA",Consumer Goods & Services;Technology;Travel and Hospitality,"{'name': 'Large Size', 'short_name': 'large'}","Empowering people to experience the world is the Booking.com mission. It’s why they tell their customers, “Whatever you want to do, wherever you want to go, you can book it with us.”",,planetbooking,https://www.themuse.com/companies/bookingcom,https://www.themuse.com/search/jobs/c-bookingcom,https://assets.themuse.com/uploaded/companies/1190/small_logo.png?v=99e663cf096a07a5265f144f49df652df297698be92c6e0b0030c49436d52eb1
Merge,15000186,"San Francisco, CA",Software;Technology,"{'name': 'Medium Size', 'short_name': 'medium'}",,,,https://www.themuse.com/companies/merge,https://www.themuse.com/search/jobs/c-merge,https://assets.themuse.com/uploaded/companies/15000186/small_logo.png
Nanit,15000106,"Flexible / Remote;New York, NY;Summit, NJ;Tel Aviv, Israel",Consumer Goods & Services;Fintech;Software;Technology,"{'name': 'Small Size', 'short_name': 'small'}","Part baby monitor, part baby translator, part sleep guru, Nanit is revolutionizing the industry with tech to help babies sleep better!",,,https://www.themuse.com/companies/nanit,https://www.themuse.com/search/jobs/c-nanit,https://assets.themuse.com/uploaded/companies/15000106/small_logo.png?v=5d4d6dac86a0ea7229ffbf5eb4358bd1490c38bd69c72f7a8f37d9f6bbde9601
Circle,15000203,"Boston, MA",Financial Services,"{'name': 'Large Size', 'short_name': 'large'}",,,,https://www.themuse.com/companies/circle,https://www.themuse.com/search/jobs/c-circle,https://assets.themuse.com/uploaded/companies/15000203/small_logo.png
Philips,1103,"Cambridge, MA;Nashville, TN;Seattle, WA",Healthcare;Technology,"{'name': 'Large Size', 'short_name': 'large'}","Philips is a leading health tech company, improving people’s health and enabling better outcomes across the health continuum—from healthy living and prevention to diagnosis, treatment, and home care.",,PhilipsJobsNA,https://www.themuse.com/companies/philips,https://www.themuse.com/search/jobs/c-philips,https://assets.themuse.com/uploaded/companies/1103/small_logo.png?v=540b888124487278bc47591613550101ff3c468cd2e08731f7cffaf9dbbaf381
SpaceX,15000190,"Torrance, CA",Information Technology;Manufacturing,"{'name': 'Large Size', 'short_name': 'large'}",,,,https://www.themuse.com/companies/spacex,https://www.themuse.com/search/jobs/c-spacex,https://assets.themuse.com/uploaded/companies/15000190/small_logo.png
GlossGenius,15000202,"New York, NY",Software,"{'name': 'Medium Size', 'short_name': 'medium'}",,,,https://www.themuse.com/companies/glossgenius,https://www.themuse.com/search/jobs/c-glossgenius,https://assets.themuse.com/uploaded/companies/15000202/small_logo.png
Sotheby's,15000187,"Manhattan, NY",Arts & Music,"{'name': 'Large Size', 'short_name': 'large'}",,,,https://www.themuse.com/companies/sothebys,https://www.themuse.com/search/jobs/c-sothebys,https://assets.themuse.com/uploaded/companies/15000187/small_logo.png
Lyft,11895,Flexible / Remote,Technology,"{'name': 'Large Size', 'short_name': 'large'}","Lyft provides shared rides, bike-share systems, public transit partnerships, and more.",,,https://www.themuse.com/companies/lyft,https://www.themuse.com/search/jobs/c-lyft,https://assets.themuse.com/uploaded/companies/11895/small_logo.png?v=3aa166b7ce8fd83d1423ee60a09b77ce60e2241a91acf17c3aab3ddc3cca6200
Rent the Runway,15000197,"New York, NY",Retail,"{'name': 'Large Size', 'short_name': 'large'}",,,,https://www.themuse.com/companies/renttherunway,https://www.themuse.com/search/jobs/c-renttherunway,https://assets.themuse.com/uploaded/companies/15000197/small_logo.png
Flexport,15000188,"San Francisco, CA",Information Technology,"{'name': 'Large Size', 'short_name': 'large'}",,,,https://www.themuse.com/companies/flexport,https://www.themuse.com/search/jobs/c-flexport,https://assets.themuse.com/uploaded/companies/15000188/small_logo.png
Riot Games,15000199,"Santa Monica, CA",Entertainment & Gaming,"{'name': 'Large Size', 'short_name': 'large'}",,,,https://www.themuse.com/companies/riotgames,https://www.themuse.com/search/jobs/c-riotgames,https://assets.themuse.com/uploaded/companies/15000199/small_logo.png
monday.com,12215,"Chicago, IL;London, United Kingdom;Miami, FL;New York, NY;San Francisco, CA;Sydney, Australia;Tel Aviv, Israel;Tokyo, Japan",Technology,"{'name': 'Medium Size', 'short_name': 'medium'}","monday.com is a cloud-based work operating system where teams create workflow apps in minutes to run their processes, projects, and everyday work.",,,https://www.themuse.com/companies/mondaycom,https://www.themuse.com/search/jobs/c-mondaycom,https://assets.themuse.com/uploaded/companies/12215/small_logo.png?v=115748a479bb796239ba39f1e2a23532bd3dd9eb74396a988d3d88f3d485d4fe
Paperless Post,11912,"New York, NY",Consumer Goods & Services;Technology,"{'name': 'Medium Size', 'short_name': 'medium'}",Paperless Post helps people gather more easily and meaningfully in real life.,,,https://www.themuse.com/companies/paperlesspost,https://www.themuse.com/search/jobs/c-paperlesspost,https://assets.themuse.com/uploaded/companies/11912/small_logo.png?v=78aab4fba2cfbc0283025cbef3867ba149ea6331e359327520468ca01ff157d7
BD,15000277,"San Diego, CA",Healthcare,"{'name': 'Large Size', 'short_name': 'large'}",,,,https://www.themuse.com/companies/bd,https://www.themuse.com/search/jobs/c-bd,https://assets.themuse.com/uploaded/companies/15000277/small_logo.png
Alteryx,15000230,"Irvine, CA",Information Technology,"{'name': 'Large Size', 'short_name': 'large'}","At Alteryx, we believe that analytics can empower all employees to make faster, more insightful, and more confident decisions — regardless of technical skill level. With our low-code, no-code platform and easy drag-and-drop capabilities, everyone can move on from report building and say hello to data storytelling.",,,https://www.themuse.com/companies/alteryx,https://www.themuse.com/search/jobs/c-alteryx,https://assets.themuse.com/uploaded/companies/15000230/small_logo.png
FM Global,15000491,"Johnston, RI",Insurance,"{'name': 'Large Size', 'short_name': 'large'}",,,,https://www.themuse.com/companies/fmglobal,https://www.themuse.com/search/jobs/c-fmglobal,https://assets.themuse.com/uploaded/companies/15000491/small_logo.png
TD Bank,15000266,"Toronto, Canada",Financial Services,"{'name': 'Large Size', 'short_name': 'large'}",,,,https://www.themuse.com/companies/tdbank,https://www.themuse.com/search/jobs/c-tdbank,https://assets.themuse.com/uploaded/companies/15000266/small_logo.png
Forcepoint,15000289,"Austin, TX",Technology,"{'name': 'Large Size', 'short_name': 'large'}",,,,https://www.themuse.com/companies/forcepoint,https://www.themuse.com/search/jobs/c-forcepoint,https://assets.themuse.com/uploaded/companies/15000289/small_logo.png
ShorePoint Health - Port Charlotte,15000525,"Port Charlotte, FL",Healthcare,"{'name': 'Large Size', 'short_name': 'large'}",,,,https://www.themuse.com/companies/shorepointhealthportcharlotte,https://www.themuse.com/search/jobs/c-shorepointhealthportcharlotte,https://assets.themuse.com/uploaded/companies/15000525/small_logo.png
Royal Bank of Canada,15000240,"Minneapolis, MN",Financial Services,"{'name': 'Large Size', 'short_name': 'large'}",,,,https://www.themuse.com/companies/royalbankofcanada,https://www.themuse.com/search/jobs/c-royalbankofcanada,https://assets.themuse.com/uploaded/companies/15000240/small_logo.png
Diageo,15000218,"Aliso Viejo, CA;Amherstburg, Canada;Chicago, IL;Gimli, Canada;Lebanon, KY;Louisville, KY;Miami, FL;New York, NY;Plainfield, IL;Portland, OR;Saint Croix, U.S. Virgin Islands;Salaberry-de-Valleyfield, Canada;Stamford, CT;Toronto, Canada;Tullahoma, TN;Waco, TX;Washington, DC",Consumer Goods & Services;Food & Beverage;Manufacturing,"{'name': 'Large Size', 'short_name': 'large'}","We are obsessed with building brands that will stand the test of time. Creativity with precision describes how we effectively combine data, insights and innovation, across the supply chain, with the creative flair our consumers expect from the custodian of some of the most iconic brands in the world. Our culture is rooted in a deep sense of our purpose, the personal connections we have to our brands, our relationships with each other and our passion to win in the marketplace. Our ambition is to be one of the best performing, most trusted and respected consumer products companies in the world. This means we must do business the right way, from grain to glass, and ensure our people are highly engaged and continuously learning.",,,https://www.themuse.com/companies/diageo,https://www.themuse.com/search/jobs/c-diageo,https://assets.themuse.com/uploaded/companies/15000218/small_logo.png
Advanced Technology Services,15000484,"Peoria, IL",Manufacturing;Technology,"{'name': 'Large Size', 'short_name': 'large'}",,,,https://www.themuse.com/companies/advancedtechnologyservices,https://www.themuse.com/search/jobs/c-advancedtechnologyservices,https://assets.themuse.com/uploaded/companies/15000484/small_logo.png
Ensono,15000305,"Bengaluru, India;Conway, AR;Downers Grove, IL;Gdańsk, Poland;Pune, India;Staines, United Kingdom",Consulting;Information Technology;Technology,"{'name': 'Large Size', 'short_name': 'large'}","We're more than IT allies. Globally, we optimize, evolve, and innovate with clients, crafting tailored solutions that expedite business outcomes. As a top Azure Expert MSP and one of seven with AWS mainframe competency, we define a smarter cloud future. Our distinction as an ISG Provider Lens Leader, successfully managing 1 million MIPS, showcases our unmatched mainframe expertise.

Company stats:
Global locations across the US, Europe and India
3,500+ associates
Award-winning Academies for mainframe and cloud
Proven cross-platform expertise that powers transformation: Hundreds of Microsoft and AWS certified experts
The Maven Report: thought leadership that provides actionable insights",,,https://www.themuse.com/companies/ensono,https://www.themuse.com/search/jobs/c-ensono,https://assets.themuse.com/uploaded/companies/15000305/small_logo.png
The Thompson Organization,15000529,"Warminster, PA",Manufacturing,"{'name': 'Large Size', 'short_name': 'large'}",,,,https://www.themuse.com/companies/thethompsonorganization,https://www.themuse.com/search/jobs/c-thethompsonorganization,https://assets.themuse.com/uploaded/companies/15000529/small_logo.png
Rentokil Terminix,15000273,"Memphis, TN",Consumer Goods & Services,"{'name': 'Large Size', 'short_name': 'large'}",,,,https://www.themuse.com/companies/rentokilterminix,https://www.themuse.com/search/jobs/c-rentokilterminix,https://assets.themuse.com/uploaded/companies/15000273/small_logo.png
DXL,15000522,"Canton, MA",Retail,"{'name': 'Large Size', 'short_name': 'large'}",,,,https://www.themuse.com/companies/dxl,https://www.themuse.com/search/jobs/c-dxl,https://assets.themuse.com/uploaded/companies/15000522/small_logo.png
Heartlite Hospice,15000531,"Scottsboro, AL",Healthcare,"{'name': 'Medium Size', 'short_name': 'medium'}",,,,https://www.themuse.com/companies/heartlitehospice,https://www.themuse.com/search/jobs/c-heartlitehospice,https://assets.themuse.com/uploaded/companies/15000531/small_logo.png
Geisinger,15000521,"Danville, PA",Healthcare,"{'name': 'Large Size', 'short_name': 'large'}",,,,https://www.themuse.com/companies/geisinger,https://www.themuse.com/search/jobs/c-geisinger,https://assets.themuse.com/uploaded/companies/15000521/small_logo.png
Bradshaw Home,15000483,"Rancho Cucamonga, CA",Manufacturing,"{'name': 'Medium Size', 'short_name': 'medium'}","With a rich history rooted in a passion for innovation, we've been shaping the way households function for decades. Our commitment to excellence has made us a household name, synonymous with reliability, creativity, and cutting-edge solutions. As we continue to evolve, we're not just creating products; we're shaping lifestyles.",,,https://www.themuse.com/companies/bradshawhome,https://www.themuse.com/search/jobs/c-bradshawhome,https://assets.themuse.com/uploaded/companies/15000483/small_logo.png
Appfire,15000095,"Burlington, MA;Gdańsk, Poland;Sofia, Bulgaria;Vancouver, Canada;Warsaw, Poland;Zurich, Switzerland",Software;Technology,"{'name': 'Medium Size', 'short_name': 'medium'}",Appfire is a leading provider of software that helps developers and teams solve modern challenges with digital solutions.,,,https://www.themuse.com/companies/appfire,https://www.themuse.com/search/jobs/c-appfire,https://assets.themuse.com/uploaded/companies/15000095/small_logo.png?v=594b9b1839c887f1b2726c178afb9560f287b5880ced986dc0a13d613c0b43ff
CompTIA,15000312,"Diepsloot, South Africa;Downers Grove, IL;London, United Kingdom;Tokyo, Japan;Washington, DC",Education;Information Technology;Non-Profit;Technology,"{'name': 'Medium Size', 'short_name': 'medium'}","CompTIA is the most respected place to help students, career changers, tech professionals—anyone—start and succeed in a tech career. We impact more than 1 million people every year, by providing affordable, quick learning resources in both self-study and online formats. CompTIA resources are found in community colleges, online universities and with training providers. We are a global leader respected by employers around the world, defining the necessary workforce skills and required knowledge. Our global community is dedicated to solving real business problems and future-proofing for success.",,,https://www.themuse.com/companies/comptia,https://www.themuse.com/search/jobs/c-comptia,https://assets.themuse.com/uploaded/companies/15000312/small_logo.png
Carlsbad Medical Center,15000526,"Carlsbad, NM",Healthcare,"{'name': 'Medium Size', 'short_name': 'medium'}",,,,https://www.themuse.com/companies/carlsbadmedicalcenter,https://www.themuse.com/search/jobs/c-carlsbadmedicalcenter,https://assets.themuse.com/uploaded/companies/15000526/small_logo.png
Airbase,15000153,"Bangalore, India;Flexible / Remote;San Francisco, CA",Fintech,"{'name': 'Medium Size', 'short_name': 'medium'}","Airbase is the only truly comprehensive spend management platform for midsize and complex companies. It combines three products - accounts payable, an advanced corporate card program, and employee expense reimbursements - into one system. Implemented individually, each product has all the core functionality you expect from a best-of-breed solution. Taken together, Airbase provides a consistent and efficient platform experience for all non-payroll spend. The automation of accounting and approval workflows results in visibility and control, a faster close, and real-time reporting.",,,https://www.themuse.com/companies/airbase,https://www.themuse.com/search/jobs/c-airbase,https://assets.themuse.com/uploaded/companies/15000153/small_logo.png
PitchBook Data,15000177,"London, United Kingdom;Manhattan, NY;San Francisco, CA;Seattle, WA;Singapore",Financial Services;Fintech;Technology,"{'name': 'Large Size', 'short_name': 'large'}","PitchBook is a research firm and financial data provider that empowers
global capital market professionals to win what’s next. We collect and
analyze information on the entire investment and business lifecycle. Our
data, research, and insights are available through our in-depth reports,
industry news, and robust platform.
From serving 34 client accounts and 136 users in 2009 to more than
9,000 accounts and nearly 100,000 users today, our focus remains the
same—provide our customers with unparalleled access to:

Powerful data
Timely insights
Trusted research
And dedicated people
All to help them win",,,https://www.themuse.com/companies/pitchbookdata,https://www.themuse.com/search/jobs/c-pitchbookdata,https://assets.themuse.com/uploaded/companies/15000177/small_logo.png
Data Annotation,15000323,"Flexible / Remote;New York, NY",Data Science;Marketing;Media;Technology,"{'name': 'Large Size', 'short_name': 'large'}","When you apply to Data Annotation you will sign up, create a dashboard, and be filtered through our onboarding flow. The onboarding experience not only helps train you to understand each project but allows the Data Annotation team to cater specific projects that align best with your expertise.",,,https://www.themuse.com/companies/dataannotation,https://www.themuse.com/search/jobs/c-dataannotation,https://assets.themuse.com/uploaded/companies/15000323/small_logo.png
Navy Federal Credit Union,12194,"Vienna, VA",Financial Services,"{'name': 'Large Size', 'short_name': 'large'}",,,,https://www.themuse.com/companies/navyfederalcreditunion,https://www.themuse.com/search/jobs/c-navyfederalcreditunion,https://assets.themuse.com/uploaded/companies/12194/small_logo.png
Howard Hughes,15000263,"The Woodlands, TX",Real Estate & Construction,"{'name': 'Large Size', 'short_name': 'large'}","We own, manage, and develop commercial, residential, and mixed-use real estate throughout the U.S. Our award winning assets include the Seaport in New York City; Downtown Columbia® in Maryland; The Woodlands®, Bridgeland® and The Woodlands Hills® in the Greater Houston, Texas area; Summerlin® in Las Vegas; Ward Village® in Honolulu, Hawaii; and Teravalis™ in the Greater Phoenix, Arizona area. We are strategically positioned to meet and accelerate development based on market demand, resulting in one of the strongest real estate platforms in the country. Dedicated to innovative placemaking, we are committed to design excellence and to the cultural life of our communities.",,,https://www.themuse.com/companies/howardhughes,https://www.themuse.com/search/jobs/c-howardhughes,https://assets.themuse.com/uploaded/companies/15000263/small_logo.png
BNY Mellon,12400,"Beijing, China;Chennai, India;Dublin, Ireland;London, United Kingdom;Montreal, Canada;New York, NY;Pittsburgh, PA;San Francisco, CA;Singapore;Toronto, Canada",Client Services;Financial Services;Technology,"{'name': 'Large Size', 'short_name': 'large'}","You can make a difference by working at BNY Mellon, where finance, technology and business intersect, to power the global financial industry.",,,https://www.themuse.com/companies/bnymellon,https://www.themuse.com/search/jobs/c-bnymellon,https://assets.themuse.com/uploaded/companies/12400/small_logo.png?v=dd1a449be107f6edbce05689b2b67b04917cc1c2ce887c1fbd532268f4a15f48
Uber,61,"Amsterdam, Netherlands;Bangalore, India;Buenos Aires, Argentina;Chicago, IL;Dallas, TX;Hong Kong;Hyderabad, India;Krakow, Poland;London, United Kingdom;Mexico City, Mexico;New York, NY;Paris, France;Phoenix, AZ;San Francisco, CA;Seattle, WA;Sunnyvale, CA;Sydney, Australia;São Paulo, Brazil;Taipei, Taiwan;Tokyo, Japan;Toronto, Canada;Visakhapatnam, India",Technology,"{'name': 'Large Size', 'short_name': 'large'}","Uber is changing how people think about transportation, part of the logistical fabric of 600+ cities. Whether it’s a ride, a sandwich, or a package, Uber gives people what they want when they want it.",,uber,https://www.themuse.com/companies/uber,https://www.themuse.com/search/jobs/c-uber,https://assets.themuse.com/uploaded/companies/61/small_logo.png?v=b82887fc031783c73c6f38115fbe93c547b8159f795e6db9882f519bb7ccd44c
Enovis,15000213,"Atlanta, GA;Austin, TX;Carlsbad, CA;Dallas, TX;Houston, TX;Tijuana, Mexico;Wilmington, DE",Healthtech,"{'name': 'Large Size', 'short_name': 'large'}","Enovis Corporation (NYSE: ENOV) is an innovation-driven medical technology growth company dedicated to developing clinically differentiated solutions that generate measurably better patient outcomes and transform workflows. Powered by a culture of continuous improvement, global talent and innovation, the Company’s extensive range of products, services and integrated technologies fuels active lifestyles in orthopedics and beyond. Visit www.enovis.com to learn more.",,,https://www.themuse.com/companies/enovis,https://www.themuse.com/search/jobs/c-enovis,https://assets.themuse.com/uploaded/companies/15000213/small_logo.png
Heart of Hospice LLC,15000527,"North Charleston, SC",Healthcare,"{'name': 'Large Size', 'short_name': 'large'}",,,,https://www.themuse.com/companies/heartofhospicellc,https://www.themuse.com/search/jobs/c-heartofhospicellc,https://assets.themuse.com/uploaded/companies/15000527/small_logo.png
Edward Jones,15000461,"St. Louis, MO",Financial Services,"{'name': 'Large Size', 'short_name': 'large'}","Edward Jones provides personalized investment advice and financial services through a network of dedicated financial advisors. Founded in 1922, the firm focuses on building strong client relationships and offers solutions for retirement planning, education savings, and wealth management. The decentralized model emphasizes local connections, and the company is known for its commitment to client-centric values, fostering a collaborative culture where employees can contribute to meaningful work and professional growth.",,,https://www.themuse.com/companies/edwardjones,https://www.themuse.com/search/jobs/c-edwardjones,https://assets.themuse.com/uploaded/companies/15000461/small_logo.png
LogicMonitor,15000500,"Santa Barbara, CA",Software,"{'name': 'Large Size', 'short_name': 'large'}",,,,https://www.themuse.com/companies/logicmonitor,https://www.themuse.com/search/jobs/c-logicmonitor,https://assets.themuse.com/uploaded/companies/15000500/small_logo.png
Arcesium,15000297,"Alīpur, India;Bangalore, India;Hyderabad, India;London, United Kingdom;Manhattan, NY",Financial Services;Fintech,"{'name': 'Large Size', 'short_name': 'large'}","Arcesium delivers an advanced data, operations, and analytics platform used by some of the world’s most sophisticated asset managers and financial services organizations. We designed our elegant SaaS platform with industry-specific capabilities to harmonize massive amounts of disparate data and deliver unparalleled speed, accuracy, and decision-making capabilities. Our exceptionally consultative and collaborative approach coupled with deep domain expertise helps our clients achieve transformational business outcomes.",,,https://www.themuse.com/companies/arcesium,https://www.themuse.com/search/jobs/c-arcesium,https://assets.themuse.com/uploaded/companies/15000297/small_logo.png
Infosys,15000261,"Bangalore, India",Consulting;Information Technology,"{'name': 'Large Size', 'short_name': 'large'}","Infosys is a global leader in next-generation digital services and consulting. We enable clients in more than 50 countries to navigate their digital transformation. With over four decades of experience in managing the systems and workings of global enterprises, we expertly steer our clients through their digital journey. 

We do it by enabling the enterprise with an AI-powered core that helps prioritize the execution of change. We also empower the business with agile digital at scale to deliver unprecedented levels of performance and customer delight. Our always-on learning agenda drives their continuous improvement through building and transferring digital skills, expertise, and ideas from our innovation ecosystem.",,,https://www.themuse.com/companies/infosys,https://www.themuse.com/search/jobs/c-infosys,https://assets.themuse.com/uploaded/companies/15000261/small_logo.png
Interos Inc,15000227,"Arlington, VA;Cheltenham, United Kingdom",Software,"{'name': 'Medium Size', 'short_name': 'medium'}","Interos uses AI and Machine Learning to help companies avoid costly and catastrophic supply chain disruptions.
• We help our customers in Financial Services, Aeor-Defense, Public Sector protect their supply chains from things they couldn’t even imagine – like sanctions from the Russia/Ukraine war, forced labor, floods, droughts, and Covid.
• We do this by continuously monitoring over 300M global suppliers for multiple risks –including ESG, Financial, Operational, and more.
• Our software helps companies and governments keep doing what they need to do, keep financial systems running, power and energy flowing, make technologies for national defense, protected from disruption by unfamiliar events that disrupt their supply chains",,,https://www.themuse.com/companies/interosinc,https://www.themuse.com/search/jobs/c-interosinc,https://assets.themuse.com/uploaded/companies/15000227/small_logo.png
Publicis Sapient,15000299,"Aubervilliers Cedex, France;Bangkok, Thailand;Boston, MA;Copenhagen, Denmark;Göteborg, Sweden;Köln, Germany;London, United Kingdom;Mumbai, India;Singapore;Sydney, Australia;Toronto, Canada",Consulting;Technology,"{'name': 'Large Size', 'short_name': 'large'}","As the digital transformation hub of Publicis Groupe, Publicis Sapient helps organizations build the capabilities they need to not only meet but exceed customer expectations—thereby setting a new standard for every other customer-facing entity.

We create value for our client’s customers at speed and at scale.  

What sets us apart is how we bring our capabilities together, making the whole greater than the sum of its parts. Rather than strategy-first, consulting-first, systems integration-first, or outsourcing-first; we bring all of our capabilities together in service of the customer.

We’ve created a unique fusion of strategy, consulting, experience and engineering with a culture of problem-solving creativity.",,,https://www.themuse.com/companies/publicissapient,https://www.themuse.com/search/jobs/c-publicissapient,https://assets.themuse.com/uploaded/companies/15000299/small_logo.png
PTFS,12038,"Rockville, MD",Technology,"{'name': 'Small Size', 'short_name': 'small'}",TBD,,,https://www.themuse.com/companies/ptfs,https://www.themuse.com/search/jobs/c-ptfs,https://assets.themuse.com/uploaded/companies/12038/small_logo.png?v=c0e66845ef211b19628ae36b7d868afb16d3baa5ce463ec97a3e0dd269ba70a7
BAXTER,15000540,,,"{'name': 'Large Size', 'short_name': 'large'}",,,,https://www.themuse.com/companies/baxter,https://www.themuse.com/search/jobs/c-baxter,https://assets.themuse.com/uploaded/companies/15000540/small_logo.png
Copper,12326,"San Francisco, CA",Client Services;Technology,"{'name': 'Small Size', 'short_name': 'small'}",TBD,,,https://www.themuse.com/companies/copper,https://www.themuse.com/search/jobs/c-copper,https://assets.themuse.com/uploaded/companies/12326/small_logo.png?v=c0447b3357958d8144756b0618f2e20fe13584cd4b54b5159ffc99e756f0f64a
First Republic Bank,12243,"Boston, MA;Greenwich, CT;Jackson Hole, WY;Manhattan Beach, CA;New York, NY;Newport Beach, CA;Palm Beach, FL;Palo Alto, CA;Portland, OR;San Diego, CA;San Francisco, CA;Santa Barbara, CA",Financial Services,"{'name': 'Large Size', 'short_name': 'large'}",First Republic was founded on the belief that a truly differentiated culture is devoted to exceptional client service in the banking industry.,,,https://www.themuse.com/companies/firstrepublicbank,https://www.themuse.com/search/jobs/c-firstrepublicbank,https://assets.themuse.com/uploaded/companies/12243/small_logo.png?v=a92066436953bf27d000428acf1bdaab191f8a4f3d06fe613902d75cc434e3b6
